# UniMorph eng 66e0e9e8e2dcd196da081a25a48e5c1fe3d8b49b | sha256 743fff8ddb3ff26ae413af1fa859806106ffff69628be4cb7ed4d34f677deed2 | pack gre | entries 2141
blockade	block	-ade	N	N
blockade	block	-ade	N	V
blockage	block	-age	N	N
blooming	bloom	-ing	V	ADJ
blunder	blend	-er	N	N
blustering	bluster	-ing	N	N
boding	bode	-ing	V	ADJ
bohemian	bohemia	-ian	N	N
bohemian	bohemia	-an	N	ADJ
bombardment	bombard	-ment	N	N
bombastic	bombast	-ic	N	ADJ
bondage	bond	-age	N	N
bootless	boot	-less	N	ADJ
boredom	bore	-dom	N	N
bounteous	bounty	-ous	N	ADJ
bowdlerize	bowdler	-ize	N	V
bower	bow	-er	V	N
bracing	brace	-ing	N	ADJ
brandish	brand	-ish	N	V
brassy	brass	-y	N	ADJ
brattish	brat	-ish	N	ADJ
brawny	brawn	-y	N	ADJ
brazen	brass	-en	N	ADJ
breadth	broad	-th	ADJ	N
bridle	braid	-le	V	N
brindled	brindle	-ed	N	ADJ
brittle	brit	-le	U	ADJ
bromide	bromine	-ide	N	N
brutal	brute	-al	N	ADJ
buckle	buck	-le	N	V
buggy	bug	-y	N	N
bully	bull	-y	N	N
bumble	bum	-le	N	V
bumptious	bump	-ious	N	ADJ
buoyant	buoy	-ant	N	ADJ
burnish	burn	-ish	N	V
byproduct	product	by-	N	N
bystander	stander	by-	N	N
cacophonous	cacophony	-ous	N	ADJ
calculating	calculate	-ing	V	V
calibrate	calibre	-ate	N	V
candidacy	candidate	-cy	N	N
canny	can	-y	V	ADJ
canonical	canon	-ical	N	ADJ
capacious	capacity	-ous	N	ADJ
capitalize	capital	-ize	N	V
captivate	captive	-ate	N	V
cardiologist	-logist	cardio-	N	N
cardiologist	cardiology	-ist	N	N
carnivorous	carnivore	-ous	ADJ	ADJ
carpentry	carpenter	-ry	N	N
carpentry	carpenter	-y	N	N
cartographer	cartography	-er	N	N
castigation	castigate	-ion	V	N
catalyst	catalyse	-t	V	N
categorical	category	-ical	N	ADJ
causal	cause	-al	N	ADJ
cautionary	caution	-ary	N	ADJ
celebrated	celebrate	-ed	V	ADJ
centigrade	grade	centi-	N	ADJ
centralization	centralize	-ation	V	N
centrifugal	centrifuge	-al	N	ADJ
cephalic	cephalon	-ic	N	ADJ
ceramics	ceramic	-s	N	N
cerebral	cerebrum	-al	N	ADJ
ceremonious	ceremony	-ous	N	ADJ
certification	certificate	-ion	N	N
characterization	characterize	-ation	V	N
chary	care	-y	N	ADJ
chauvinistic	chauvinist	-ic	N	ADJ
checkered	checker	-ed	N	ADJ
cherubic	cherub	-ic	N	ADJ
chicanery	chicane	-ry	N	N
chivalrous	chivalry	-ous	N	ADJ
choreography	choreograph	-y	V	N
